run,date,hrs_after_incubation,pipe_nr,treatment,tinytag,minute,ppm
2,10/23/2025,36,17,BCW,C,ppm_5,715
2,10/23/2025,36,17,BCW,C,ppm_6,723
2,10/23/2025,36,22,SCD,D,ppm _room,659
2,10/23/2025,36,22,SCD,D,ppm_0,666
2,10/23/2025,36,22,SCD,D,ppm_1,706
2,10/23/2025,36,22,SCD,D,ppm_2,731
2,10/23/2025,36,22,SCD,D,ppm_3,756
2,10/23/2025,36,22,SCD,D,ppm_4,780
2,10/23/2025,36,22,SCD,D,ppm_5,802
2,10/23/2025,36,22,SCD,D,ppm_6,822
2,10/23/2025,36,21,SCW,E,ppm _room,647
2,10/23/2025,36,21,SCW,E,ppm_0,649
2,10/23/2025,36,21,SCW,E,ppm_1,679
2,10/23/2025,36,21,SCW,E,ppm_2,707
2,10/23/2025,36,21,SCW,E,ppm_3,732
2,10/23/2025,36,21,SCW,E,ppm_4,754
2,10/23/2025,36,21,SCW,E,ppm_5,775
2,10/23/2025,36,21,SCW,E,ppm_6,794
2,10/23/2025,36,24,SUD,F,ppm _room,661
2,10/23/2025,36,24,SUD,F,ppm_0,662
2,10/23/2025,36,24,SUD,F,ppm_1,686
2,10/23/2025,36,24,SUD,F,ppm_2,707
2,10/23/2025,36,24,SUD,F,ppm_3,725
2,10/23/2025,36,24,SUD,F,ppm_4,740
2,10/23/2025,36,24,SUD,F,ppm_5,757
2,10/23/2025,36,24,SUD,F,ppm_6,773
2,10/23/2025,36,18,BUW,G,ppm _room,662
2,10/23/2025,36,18,BUW,G,ppm_0,669
2,10/23/2025,36,18,BUW,G,ppm_1,685
2,10/23/2025,36,18,BUW,G,ppm_2,698
2,10/23/2025,36,18,BUW,G,ppm_3,708
2,10/23/2025,36,18,BUW,G,ppm_4,720
2,10/23/2025,36,18,BUW,G,ppm_5,730
2,10/23/2025,36,18,BUW,G,ppm_6,739
2,10/23/2025,36,23,SUW,H,ppm _room,660
2,10/23/2025,36,23,SUW,H,ppm_0,712
2,10/23/2025,36,23,SUW,H,ppm_1,737
2,10/23/2025,36,23,SUW,H,ppm_2,762
2,10/23/2025,36,23,SUW,H,ppm_3,786
2,10/23/2025,36,23,SUW,H,ppm_4,810
2,10/23/2025,36,23,SUW,H,ppm_5,832
2,10/23/2025,36,23,SUW,H,ppm_6,852
2,10/24/2025,48,20,BUD,A,ppm _room,621
2,10/24/2025,48,20,BUD,A,ppm_0,641
2,10/24/2025,48,20,BUD,A,ppm_1,657
2,10/24/2025,48,20,BUD,A,ppm_2,670
2,10/24/2025,48,20,BUD,A,ppm_3,682
2,10/24/2025,48,20,BUD,A,ppm_4,693
2,10/24/2025,48,20,BUD,A,ppm_5,704
2,10/24/2025,48,20,BUD,A,ppm_6,714
2,10/24/2025,48,19,BCD,B,ppm _room,612
2,10/24/2025,48,19,BCD,B,ppm_0,628
2,10/24/2025,48,19,BCD,B,ppm_1,638
2,10/24/2025,48,19,BCD,B,ppm_2,646
2,10/24/2025,48,19,BCD,B,ppm_3,653
2,10/24/2025,48,19,BCD,B,ppm_4,660
2,10/24/2025,48,19,BCD,B,ppm_5,667
2,10/24/2025,48,19,BCD,B,ppm_6,674
2,10/24/2025,48,17,BCW,C,ppm _room,652
2,10/24/2025,48,17,BCW,C,ppm_0,666
2,10/24/2025,48,17,BCW,C,ppm_1,678
2,10/24/2025,48,17,BCW,C,ppm_2,688
2,10/24/2025,48,17,BCW,C,ppm_3,698
2,10/24/2025,48,17,BCW,C,ppm_4,707
2,10/24/2025,48,17,BCW,C,ppm_5,716
2,10/24/2025,48,17,BCW,C,ppm_6,723
2,10/24/2025,48,22,SCD,D,ppm _room,777
2,10/24/2025,48,22,SCD,D,ppm_0,785
2,10/24/2025,48,22,SCD,D,ppm_1,807
2,10/24/2025,48,22,SCD,D,ppm_2,826
2,10/24/2025,48,22,SCD,D,ppm_3,843
2,10/24/2025,48,22,SCD,D,ppm_4,860
2,10/24/2025,48,22,SCD,D,ppm_5,877
2,10/24/2025,48,22,SCD,D,ppm_6,894
2,10/24/2025,48,21,SCW,E,ppm _room,754
2,10/24/2025,48,21,SCW,E,ppm_0,770
2,10/24/2025,48,21,SCW,E,ppm_1,787
2,10/24/2025,48,21,SCW,E,ppm_2,808
2,10/24/2025,48,21,SCW,E,ppm_3,839
