run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
1,SUW,bottom,fine,1,D10,47,4.172,,494,EliseLabRoots_46.raw,4.4677035,0.72611367,5.550555,-28.57027328,4.172,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.057307822,1.758261348,1.373629472,42.14432761,30.6810013,0.768260466,-28.71891185,0.366,0.768260466,0.366533998,0.000533998,13.73629472,0.073351598,5.33998431,1.08,-28.71891185,1.079645005,-0.000354995,421.4432761,-1.496103217,-3.549951564
1,SUW,bottom,coarse,1,D11,48,4.289,,495,EliseLabRoots_47.raw,2.90555225,4.409695775,5.7643,-26.81640976,4.289,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.037269902,1.825969815,0.868964831,42.57332281,48.99314826,4.45184257,-26.96504833,0.366,4.45184257,0.367878157,0.001878157,8.689648313,0.16320523,18.78156908,1.08,-26.96504833,1.081573458,0.001573458,425.7332281,6.698732508,15.73457758
2,BCD,middle,fine,1,D12,51,4.285,,496,EliseLabRoots_48.raw,4.9640425,96.83767703,5.1126755,-26.73177656,4.285,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.063674427,1.619553309,1.485984302,37.79587652,25.43490969,96.87982383,-26.88041513,0.366,96.87982383,0.401593745,0.035593745,14.85984302,5.289174625,355.9374496,1.08,-26.88041513,1.081666514,0.001666514,377.9587652,6.298735459,16.66513927
,,,,,,,,PEACH,497,peach 1969u.raw,4.8555485,1.749732071,3.343858,-25.86925875,1.969,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.06228276,1.059241152,3.163167115,53.79589398,17.00697182,1.791878867,-26.01789732,0.366,1.791878867,0.366907526,0.000907526,31.63167115,0.287065579,9.075258062,1.08,-26.01789732,1.082614862,0.002614862,537.9589398,14.0668851,26.14862224
2,BCD,middle,coarse,1,E1,52,4.411,,498,EliseLabRoots_49.raw,4.7172715,14.73853806,5.983035,-26.62994711,4.411,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.060509063,1.895258976,1.37177654,42.966651,31.32190247,14.78068486,-26.77858568,0.366,14.78068486,0.371647012,0.005647012,13.7177654,0.774643905,56.47012343,1.08,-26.77858568,1.081778478,0.001778478,429.66651,7.641522319,17.78477526
2,BCD,bottom,fine,1,E2,53,4.385,,499,EliseLabRoots_50.raw,5.0890005,72.52360638,5.733825,-26.86329635,4.385,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.06527728,1.816316184,1.488649488,41.42112163,27.82463028,72.56575318,-27.01193492,0.366,72.56575318,0.392726747,0.026726747,14.88649488,3.978675797,267.2674682,1.08,-27.01193492,1.081521905,0.001521905,414.2112163,6.303900387,15.21904801
2,BCD,bottom,coarse,1,E3,54,4.327,,500,EliseLabRoots_51.raw,2.9932185,4.031262321,5.9797495,-27.04655997,4.327,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.038394408,1.894218221,0.887321658,43.77670952,49.33578382,4.073409117,-27.19519853,0.366,4.073409117,0.367740066,0.001740066,8.873216584,0.154399845,17.40066223,1.08,-27.19519853,1.081320401,0.001320401,437.7670952,5.780282863,13.20401402
2,BCW,top,fine,1,E4,55,4.552,,501,EliseLabRoots_52.raw,6.336163,230.3522829,6.2642815,-25.3563932,4.552,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.081274798,1.98435004,1.785474469,43.59292706,24.41531807,230.3944297,-25.50503177,0.366,230.3944297,0.450256514,0.084256514,17.85474469,15.0437854,842.5651369,1.08,-25.50503177,1.083178755,0.003178755,435.9292706,13.85712438,31.78755205
2,BCW,top,coarse,1,E5,56,4.467,,502,EliseLabRoots_53.raw,5.663441,295.8515014,6.252479,-25.00149624,4.467,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.072645704,1.980611336,1.626274996,44.33873598,27.26398432,295.8936482,-25.15013481,0.366,295.8936482,0.474111975,0.108111975,16.26274996,17.58198024,1081.119755,1.08,-25.15013481,1.083568959,0.003568959,443.3873598,15.82431215,35.68958789
2,BCW,middle,fine,1,E6,57,4.376,,503,EliseLabRoots_54.raw,5.160079,79.89559133,5.920046,-28.00728842,4.376,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.066189013,1.875305814,1.512546009,42.85433761,28.3325845,79.93773812,-28.15592699,0.366,79.93773812,0.395415372,0.029415372,15.12546009,4.449210408,294.1537237,1.08,-28.15592699,1.080264041,0.000264041,428.5433761,1.131528353,2.640405654
2,BCW,middle,coarse,1,E7,58,4.847,,504,EliseLabRoots_55.raw,4.262379,277.0793858,6.195107,-25.64887306,4.847,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.054674097,1.962437483,1.127998703,40.48767244,35.8933679,277.1215326,-25.79751163,0.366,277.1215326,0.467276155,0.101276155,11.27998703,11.42393711,1012.761546,1.08,-25.79751163,1.082857176,0.002857176,404.8767244,11.56804029,28.57175923
2,BCW,bottom,fine,1,E8,59,4.084,,505,EliseLabRoots_56.raw,3.37854525,8.964357954,5.530833,-27.52021887,4.084,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.043337045,1.752013967,1.061142144,42.89946051,40.42762862,9.006504749,-27.66885744,0.366,9.006504749,0.369540127,0.003540127,10.61142144,0.375657789,35.40126937,1.08,-27.66885744,1.080799597,0.000799597,428.9946051,3.430226211,7.995965847
2,BCW,bottom,coarse,1,E9,60,4.75,,506,EliseLabRoots_57.raw,3.26124825,6.885477145,6.3142155,-26.8112542,4.75,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.041832461,2.000167741,0.880683391,42.10879455,47.81377164,6.92762394,-26.95989277,0.366,6.92762394,0.368781562,0.002781562,8.806833912,0.24496756,27.81562167,1.08,-26.95989277,1.081579126,0.001579126,421.0879455,6.649511038,15.79126429
2,BUD,top,fine,1,E10,61,4.389,,507,EliseLabRoots_58.raw,3.99209575,686.9220686,6.0784515,-27.27504408,4.389,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.051207138,1.925484268,1.166715386,43.87068279,37.60187216,686.9642154,-27.42368265,0.366,686.9642154,0.616306158,0.250306158,11.66715386,29.2036046,2503.061582,1.08,-27.42368265,1.081069176,0.001069176,438.7068279,4.69054669,10.69175675
2,BUD,top,coarse,1,E11,62,4.115,,508,EliseLabRoots_59.raw,3.64951375,261.5503155,5.772894,-24.71904942,4.115,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.046812794,1.828692155,1.137613459,44.43966356,39.06393971,261.5924622,-24.86768799,0.366,261.5924622,0.461620571,0.095620571,11.37613459,10.87792487,956.2057115,1.08,-24.86768799,1.083879502,0.003879502,444.3966356,17.24037809,38.79502388
2,BUD,middle,fine,1,E12,63,4.431,du er lidt usikker på om den blev lagt korrekt,509,EliseLabRoots_60.raw,5.131911,479.8399051,5.922633,-23.10726227,4.431,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.065827699,1.876125303,1.485617213,42.34090055,28.50054522,479.8820519,-23.25590084,0.366,479.8820519,0.541061244,0.175061244,14.85617213,26.00739974,1750.61244,1.08,-23.25590084,1.085651587,0.005651587,423.4090055,23.92932802,56.51586932
,,,,,,,,PEACH,510,peach 2157u.raw,5.3113915,1.785439577,3.63527875,-25.89922905,2.157,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.068129919,1.151555136,3.158549779,53.38688621,16.90234125,1.827586372,-26.04786762,0.366,1.827586372,0.366920556,0.000920556,31.58549779,0.290762113,9.205557392,1.08,-26.04786762,1.08258191,0.00258191,533.8688621,13.78401268,25.81909839
2,BUD,middle,coarse,1,F1,64,4.562,du er lidt usikker på om den blev lagt korrekt,511,EliseLabRoots_61.raw,3.10843125,438.3727148,5.673248,-22.75836792,4.562,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.039872257,1.797127076,0.87400827,39.39340368,45.07211776,438.4148616,-22.90700649,0.366,438.4148616,0.525980124,0.159980124,8.740082702,13.98239512,1599.801238,1.08,-22.90700649,1.086035172,0.006035172,393.9340368,23.77459508,60.35171593
2,BUD,bottom,fine,1,F2,65,4.93,du er lidt usikker på om den blev lagt korrekt,512,EliseLabRoots_62.raw,5.1918375,3.362488358,5.9949735,-27.8860633,4.93,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.066596384,1.89904076,1.350839428,38.52009656,28.51567385,3.404635153,-28.03470187,0.366,3.404635153,0.367496029,0.001496029,13.50839428,0.20208951,14.96029105,1.08,-28.03470187,1.080397334,0.000397334,385.2009656,1.530533859,3.973338584
2,BUD,bottom,coarse,1,F3,66,4.789,,513,EliseLabRoots_63.raw,2.92043025,5.155036076,6.243976,-26.87607459,4.789,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.037460744,1.977917822,0.782224758,41.30127004,52.7997479,5.197182871,-27.02471316,0.366,5.197182871,0.368150131,0.002150131,7.822247585,0.168188577,21.50131091,1.08,-27.02471316,1.081507855,0.001507855,413.0127004,6.227631832,15.07854801
2,BUW,top,fine,1,F4,67,4.409,,514,EliseLabRoots_64.raw,6.197738,713.8767584,6.120718,-26.66637509,4.409,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.079499202,1.938873118,1.803111864,43.97534857,24.38858589,713.9189052,-26.81501366,0.366,713.9189052,0.626091981,0.260091981,18.03111864,46.89749367,2600.91981,1.08,-26.81501366,1.081738424,0.001738424,439.7534857,7.644781162,17.38424233
2,BUW,top,coarse,1,F5,68,4.959,,515,EliseLabRoots_65.raw,9.940855,41.32982056,6.5268285,-25.85124752,4.959,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.127512657,2.067517622,2.571338115,41.69222872,16.21421488,41.37196735,-25.99988609,0.366,41.37196735,0.381348501,0.015348501,25.71338115,3.946618653,153.4850135,1.08,-25.99988609,1.082634666,0.002634666,416.9222872,10.98450801,26.34665584
2,BUW,middle,fine,1,F6,69,4.338,,516,EliseLabRoots_66.raw,5.166649,250.7463149,5.1953645,-24.804711,4.338,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.066273288,1.645746883,1.527738303,37.937918,24.8327334,250.7884617,-24.95334957,0.366,250.7884617,0.457685447,0.091685447,15.27738303,14.00713698,916.8544735,1.08,-24.95334957,1.08378532,0.00378532,379.37918,14.36071487,37.85319709
2,BUW,middle,coarse,1,F7,70,4.637,,517,EliseLabRoots_67.raw,3.68319275,163.6653441,6.0851035,-25.90399559,4.637,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.047244799,1.927591436,1.01886562,41.5697959,40.80007716,163.7074909,-26.05263416,0.366,163.7074909,0.425956721,0.059956721,10.1886562,6.10878415,599.567208,1.08,-26.05263416,1.082576669,0.002576669,415.697959,10.71116053,25.76669021
2,BUW,bottom,fine,1,F8,71,4.388,,518,EliseLabRoots_68.raw,4.6358515,0.62639398,5.715265,-27.15961334,4.388,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.059464678,1.810436892,1.355165864,41.25881705,30.44558466,0.668540775,-27.30825191,0.366,0.668540775,0.36649761,0.00049761,13.55165864,0.067434366,4.976096875,1.08,-27.30825191,1.081196096,0.001196096,412.5881705,4.934949318,11.96095688
2,BUW,bottom,coarse,1,F9,72,4.5,,519,EliseLabRoots_69.raw,3.05764225,1.469867163,5.9549045,-27.09605899,4.5,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.03922078,1.886348016,0.871572891,41.91884481,48.09562716,1.512013958,-27.24469756,0.366,1.512013958,0.366805401,0.000805401,8.715728909,0.07019656,8.054009129,1.08,-27.24469756,1.081265976,0.001265976,419.1884481,5.306823974,12.6597572
2,SCD,top,fine,1,F10,73,4.402,,520,EliseLabRoots_70.raw,5.2729845,440.3225277,6.5237015,-25.89809797,4.402,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.067637267,2.066527076,1.536512201,46.94518573,30.55308361,440.3646745,-26.04673654,0.366,440.3646745,0.52668935,0.16068935,15.36512201,24.69011465,1606.893498,1.08,-26.04673654,1.082583153,0.002583153,469.4518573,12.12666193,25.83153467
2,SCD,top,coarse,1,F11,74,5.033,,521,EliseLabRoots_71.raw,4.7430015,271.265319,7.124355,-27.41556836,5.033,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.060839105,2.256797388,1.208803999,44.84000374,37.09451967,271.3074658,-27.56420693,0.366,271.3074658,0.465158786,0.099158786,12.08803999,11.98635367,991.5878566,1.08,-27.56420693,1.080914664,0.000914664,448.4000374,4.101353786,9.146640153
2,SCD,middle,fine,1,F12,75,5.02,,522,EliseLabRoots_72.raw,6.7728385,278.7540429,6.972336,-26.78605114,5.02,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.086876092,2.208642,1.730599442,43.99685258,25.4228977,278.7961897,-26.93468971,0.366,278.7961897,0.467886015,0.101886015,17.30599442,17.63238809,1018.860151,1.08,-26.93468971,1.081606838,0.001606838,439.9685258,7.069580516,16.06837785
,,,,,,,,PEACH,523,peach 3939u.raw,4.0514395,1.790825903,2.86666275,-25.78268217,3.939,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.051968348,0.908078978,1.319328469,23.05354095,17.47369324,1.832972698,-25.93132074,0.366,1.832972698,0.366922521,0.000922521,13.19328469,0.121710855,9.22521249,1.08,-25.93132074,1.082710053,0.002710053,230.5354095,6.247632182,27.10053174
2,SCD,middle,coarse,1,G1,76,4.608,,524,EliseLabRoots_73.raw,5.177417,212.2261745,6.382295,-25.88629545,4.608,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.06641141,2.021733432,1.441219839,43.87442344,30.44256141,212.2683213,-26.03493401,0.366,212.2683213,0.443652786,0.077652786,14.41219839,11.19147353,776.5278572,1.08,-26.03493401,1.08259613,0.00259613,438.7442344,11.39037226,25.96130358
2,SCD,bottom,fine,1,G2,77,4.07,,525,EliseLabRoots_74.raw,4.10250425,1.244682019,5.484614,-27.59314914,4.07,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.052623363,1.737373074,1.292957314,42.68729913,33.01524241,1.286828815,-27.74178771,0.366,1.286828815,0.366723229,0.000723229,12.92957314,0.093510415,7.232289415,1.08,-27.74178771,1.080719407,0.000719407,426.8729913,3.070952749,7.194066648
2,SCD,bottom,coarse,1,G3,78,4.68,,526,EliseLabRoots_75.raw,5.327776,2.126548249,6.2185975,-26.56569762,4.68,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.068340085,1.96987862,1.460258224,42.0914235,28.82464404,2.168695045,-26.71433619,0.366,2.168695045,0.367045029,0.001045029,14.60258224,0.152601167,10.45028645,1.08,-26.71433619,1.081849121,0.001849121,420.914235,7.783213716,18.49121049
2,SCW,top,fine,1,G4,79,4.653,,527,EliseLabRoots_76.raw,6.192948,221.2119605,6.533544,-27.2609059,4.653,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.07943776,2.069644906,1.707237484,44.47979596,26.05366645,221.2541073,-27.40954446,0.366,221.2541073,0.446926609,0.080926609,17.07237484,13.81609399,809.2660876,1.08,-27.40954446,1.081084721,0.001084721,444.7979596,4.82481734,10.84721105
2,SCW,top,coarse,1,G5,80,4.792,,528,EliseLabRoots_77.raw,5.010151,65.13174684,6.8802695,-28.98215843,4.792,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.064265867,2.179477895,1.341107411,45.48159213,33.91345969,65.17389364,-29.130797,0.366,65.17389364,0.390030727,0.024030727,13.41107411,3.222778619,240.3072709,1.08,-29.130797,1.079192107,-0.000807893,454.8159213,-3.674424052,-8.078925738
2,SCW,middle,fine,1,G6,81,5.015,,529,EliseLabRoots_78.raw,6.1594205,622.7652083,6.186818,-22.60801118,5.015,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.079007698,1.959811759,1.575427686,39.07899818,24.80532653,622.8073551,-22.75664975,0.366,622.8073551,0.593006439,0.227006439,15.75427686,35.76322297,2270.064395,1.08,-22.75664975,1.086200477,0.006200477,390.7899818,24.23084401,62.00477273
2,SCW,middle,coarse,1,G7,82,4.81,,530,EliseLabRoots_79.raw,6.55644,290.7034815,6.6369105,-24.35293695,4.81,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.08410032,2.102388536,1.748447399,43.70870138,24.99857954,290.7456283,-24.50157552,0.366,290.7456283,0.47223743,0.10623743,17.48447399,18.57505579,1062.374298,1.08,-24.50157552,1.084282031,0.004282031,437.0870138,18.71620356,42.82031487
2,SCW,bottom,fine,1,G8,83,4.489,,531,EliseLabRoots_80.raw,5.183991,2.429914122,5.9761105,-26.7686297,4.489,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.066495736,1.893065487,1.481303981,42.1712071,28.46897574,2.472060917,-26.91726826,0.366,2.472060917,0.367155729,0.001155729,14.81303981,0.17119855,11.55728682,1.08,-26.91726826,1.081625993,0.001625993,421.712071,6.857009053,16.25993071
2,SCW,bottom,coarse,1,G9,84,4.274,,532,EliseLabRoots_81.raw,6.174883,3.950258971,5.635014,-26.12137129,4.274,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.079206038,1.785015609,1.853206317,41.76452056,22.53635776,3.992405766,-26.27000986,0.366,3.992405766,0.367710508,0.001710508,18.53206317,0.31699242,17.10507982,1.08,-26.27000986,1.082337663,0.002337663,417.6452056,9.763139357,23.37663458
2,SUD,top,fine,1,G10,85,4.603,,533,EliseLabRoots_82.raw,4.7833795,334.1807038,6.578542,-26.98276934,4.603,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.061357039,2.08389902,1.332979344,45.27262698,33.96348726,334.2228505,-27.13140791,0.366,334.2228505,0.488066547,0.122066547,13.32979344,16.27121859,1220.665471,1.08,-27.13140791,1.081390541,0.001390541,452.7262698,6.295344595,13.90541043
2,SUD,top,coarse,1,G11,86,4.864,,534,EliseLabRoots_83.raw,4.631848,287.9680004,6.9238425,-26.51010188,4.864,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.059413325,2.193280608,1.221491051,45.09211777,36.91563499,288.0101472,-26.65874045,0.366,288.0101472,0.471241332,0.105241332,12.21491051,12.8551345,1052.413319,1.08,-26.65874045,1.08191025,0.00191025,450.9211777,8.613719689,19.10249532
2,SUD,middle,fine,1,G12,87,4.521,,535,EliseLabRoots_84.raw,5.23637,236.7836415,6.1919095,-26.1569179,4.521,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.067167608,1.961424604,1.485680338,43.38475126,29.20194214,236.8257883,-26.30555647,0.366,236.8257883,0.452599384,0.086599384,14.85680338,12.86590024,865.9938427,1.08,-26.30555647,1.08229858,0.00229858,433.8475126,9.97233079,22.98579686
,,,,,,,,PEACH,536,peach 2734u.raw,6.844823,2.051758721,4.4316125,-25.98799779,2.734,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.087799447,1.403811505,3.211391612,51.34643398,15.98884228,2.093905516,-26.13663636,0.366,2.093905516,0.367017737,0.001017737,32.11391612,0.326835353,10.17737457,1.08,-26.13663636,1.082484308,0.002484308,513.4643398,12.7560375,24.84308357
2,SUD,middle,coarse,1,H1,88,5.061,,537,EliseLabRoots_85.raw,4.716314,146.3335238,6.849937,-25.94683991,5.061,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.060496781,2.169869403,1.195352326,42.87432134,35.86751823,146.3756706,-26.09547848,0.366,146.3756706,0.419639304,0.053639304,11.95352326,6.411786702,536.3930418,1.08,-26.09547848,1.082529562,0.002529562,428.7432134,10.84532365,25.29561592
2,SUD,bottom,fine,1,H2,89,4.285,,538,EliseLabRoots_86.raw,5.020874,-0.816550958,5.8758275,-28.61287519,4.285,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.064403412,1.861298623,1.50299679,43.4375408,28.90062113,-0.774404162,-28.76151376,0.366,-0.774404162,0.365971061,-2.89388E-05,15.0299679,-0.004349489,-0.289387778,1.08,-28.76151376,1.079598161,-0.000401839,434.375408,-1.745489086,-4.018388367
2,SUD,bottom,coarse,1,H3,90,4.361,,539,EliseLabRoots_87.raw,3.01198875,9.10034246,5.911757,-27.00867379,4.361,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.038635177,1.872680089,0.885924711,42.94152922,48.47085616,9.142489256,-27.15731236,0.366,9.142489256,0.369589746,0.003589746,8.859247106,0.318024473,35.89746049,1.08,-27.15731236,1.081362058,0.001362058,429.4152922,5.848886917,13.62058367
2,SUW,top,fine,1,H4,91,4.373,,540,EliseLabRoots_88.raw,4.6051055,618.1991211,6.224981,-24.53668373,4.373,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.059070295,1.971900735,1.350795681,45.09263058,33.38227329,618.2412679,-24.6853223,0.366,618.2412679,0.591347766,0.225347766,13.50795681,30.43987894,2253.477663,1.08,-24.6853223,1.084080008,0.004080008,450.9263058,18.39782987,40.80008117
2,SUW,top,coarse,1,H5,92,4.288,,541,EliseLabRoots_89.raw,4.294072,375.912843,6.236921,-25.52143549,4.288,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.055080627,1.975682995,1.284529558,46.07469671,35.86892682,375.9549898,-25.67007406,0.366,375.9549898,0.503255582,0.137255582,12.84529558,17.63088523,1372.555822,1.08,-25.67007406,1.082997293,0.002997293,460.7469671,13.80993554,29.97292772
2,SUW,middle,fine,1,H6,93,4.24,,542,EliseLabRoots_90.raw,5.040739,113.8716633,6.0366715,-27.52450425,4.24,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.064658223,1.912249526,1.5249581,45.10022468,29.5747304,113.9138101,-27.67314282,0.366,113.9138101,0.407804859,0.041804859,15.249581,6.375065803,418.0485879,1.08,-27.67314282,1.080794885,0.000794885,451.0022468,3.584947542,7.948846303
2,SUW,middle,coarse,1,H7,94,4.556,,543,EliseLabRoots_91.raw,5.1477515,34.15413147,6.464902,-27.90301506,4.556,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.066030887,2.047901031,1.449317096,44.94953974,31.01428933,34.19627826,-28.05165362,0.366,34.19627826,0.378730729,0.012730729,14.49317096,1.845086345,127.3072919,1.08,-28.05165362,1.080378695,0.000378695,449.4953974,1.702214565,3.786945483
2,SUW,bottom,fine,1,H8,95,5.011,,544,EliseLabRoots_92.raw,4.6991125,1.388232462,6.499773,-27.57438686,5.011,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.060276135,2.058947193,1.202876378,41.08854905,34.15858005,1.430379257,-27.72302543,0.366,1.430379257,0.366775612,0.000775612,12.02876378,0.093296503,7.756117327,1.08,-27.72302543,1.080740037,0.000740037,410.8854905,3.040702996,7.400365956
2,SUW,bottom,coarse,1,H9,96,4.434,,545,EliseLabRoots_93.raw,4.986471,1.507209477,6.042925,-26.91083334,4.434,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.063962121,1.914230461,1.442537678,43.17163872,29.92756402,1.549356272,-27.0594719,0.366,1.549356272,0.366819027,0.000819027,14.42537678,0.118147792,8.190274274,1.08,-27.0594719,1.081469637,0.001469637,431.7163872,6.344662254,14.69636651
3,BCD,top,fine,1,H10,97,4.216,,546,EliseLabRoots_94.raw,4.4393785,1696.858594,5.572508,-22.56429161,4.216,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.056944493,1.765215447,1.350675832,41.86943661,30.99887895,1696.900741,-22.71293018,0.366,1696.900741,0.981648835,0.615648835,13.50675832,83.15420025,6156.488353,1.08,-22.71293018,1.086248543,0.006248543,418.6943661,26.16229949,62.48543474
3,BCD,top,coarse,1,H11,98,4.561,,547,EliseLabRoots_95.raw,7.888736,174.4560741,5.8522545,-24.83535345,4.561,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.101189856,1.853831353,2.218589263,40.6452829,18.32032796,174.4982209,-24.98399202,0.366,174.4982209,0.429889517,0.063889517,22.18589263,14.17445968,638.8951717,1.08,-24.98399202,1.083751629,0.003751629,406.452829,15.24860257,37.5162909
3,BCD,middle,fine,1,H12,99,4.309,,548,EliseLabRoots_96.raw,6.422839,47.13809253,5.751863,-27.55681884,4.309,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.082386602,1.82203012,1.911965706,42.28429148,22.11561188,47.18023932,-27.70545741,0.366,47.18023932,0.383467324,0.017467324,19.11965706,3.339692372,174.6732361,1.08,-27.70545741,1.080759353,0.000759353,422.8429148,3.21087198,7.593533835
,,,,,,,,PEACH,549,peach 2762u.raw,6.899047,2.214313407,4.4814865,-26.00350246,2.762,6.089119857,1.937853205,4.022908786,-25.88136143,2.769714286,2.769714286,0.012827132,0.316772169,0.088494985,1.4196102,3.204018286,51.39790732,16.04170224,2.256460202,-26.15214103,0.366,2.256460202,0.367077055,0.001077055,32.04018286,0.345090297,10.77054706,1.08,-26.15214103,1.082467261,0.002467261,513.9790732,12.68120475,24.67260908
