run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
1.000000000000,BCD,top,fine,1.000000000000,A1,1.000000000000,4.180000000000,new15N,1.094210474308,40.018516267932,36.572960328529,0.200000000000,-28.880290108570,0.366000000000,3.534905122977,0.367543565003,0.001543565003,10.942104743081,0.191712856224,17.520656283707,1.080000000000,-28.880290108570,1.079467558306,-0.000532441694,400.185162679317,-2.130752660416,-5.324416942774
1.000000000000,BCD,top,coarse,1.000000000000,A2,2.000000000000,5.109000000000,new15N,1.422786969966,37.517762988232,26.369206198967,2.900000000000,-27.716123027759,0.366000000000,6.202119035665,0.368516829282,0.002516829282,14.227869699658,0.389457952514,27.372892831836,1.080000000000,-27.716123027759,1.080747626085,0.000747626085,375.177629882320,2.804925826157,7.476260850192
1.000000000000,BCD,middle,fine,1.000000000000,A3,3.000000000000,5.155000000000,new15N,1.651349218927,36.949115990922,22.375107316747,-0.180000000000,-27.759865485790,0.366000000000,3.480389206307,0.367523671989,0.001523671989,16.513492189272,0.266429171325,16.134029572362,1.080000000000,-27.759865485790,1.080699529369,0.000699529369,369.491159909217,2.584699178539,6.995293687606
1.000000000000,BCD,middle,coarse,1.000000000000,A4,4.000000000000,4.683000000000,new15N,1.144743079438,38.256567153176,33.419347834772,2.860000000000,-27.532367087372,0.366000000000,12.665560813565,0.370875255283,0.004875255283,11.447430794377,0.311678456374,27.226935193813,1.080000000000,-27.532367087372,1.080949673144,0.000949673144,382.565671531760,3.633123438825,9.496731435099
1.000000000000,BCD,bottom,fine,1.000000000000,A5,5.000000000000,4.696000000000,,1.350460239158,35.220591428520,26.080435696860,1.572995761295,-26.998600937651,0.366000000000,1.572995761295,0.366827653668,0.000827653668,13.504602391578,0.111771336980,8.276536675363,1.080000000000,-26.998600937651,1.081536565845,0.001536565845,352.205914285200,5.411875784302,15.365658453763
1.000000000000,BCD,bottom,coarse,1.000000000000,A6,6.000000000000,4.723000000000,,1.276915055632,37.924579723356,29.700158640998,2.518598202768,-26.919940780648,0.366000000000,2.518598202768,0.367172710396,0.001172710396,12.769150556322,0.149745156083,11.727103962181,1.080000000000,-26.919940780648,1.081623054578,0.001623054578,379.245797233563,6.155366273888,16.230545780043
1.000000000000,BCW,top,fine,1.000000000000,A7,7.000000000000,4.793000000000,,1.556123898807,36.694128651571,23.580467262092,-1.548894767335,-28.505475833018,0.366000000000,-1.548894767335,0.365688437720,-0.000311562280,15.561238988067,-0.048482950938,-3.115622796839,1.080000000000,-28.505475833018,1.079879691491,-0.000120308509,366.941286515713,-0.441461591076,-1.203085090991
1.000000000000,BCW,top,coarse,1.000000000000,A8,8.000000000000,5.073000000000,,1.902545035941,36.858913456648,19.373477505316,-1.892258760636,-26.364614246438,0.366000000000,-1.892258760636,0.365563138419,-0.000436861581,19.025450359407,-0.083114883196,-4.368615808104,1.080000000000,-26.364614246438,1.082233645143,0.002233645143,368.589134566480,8.232973300310,22.336451425769
1.000000000000,BCW,middle,fine,1.000000000000,A9,9.000000000000,4.155000000000,,1.284306436264,35.184901762500,27.396033196608,-3.608881466443,-27.795870405601,0.366000000000,-3.608881466443,0.364936709171,-0.001063290829,12.843064362638,-0.136559125529,-10.632908289903,1.080000000000,-27.795870405601,1.080659940374,0.000659940374,351.849017624999,2.321993722398,6.599403738774
1.000000000000,BCW,middle,coarse,1.000000000000,A10,10.000000000000,4.887000000000,,1.358133032744,36.202145041666,26.655816601806,-1.475120295688,-26.709177173546,0.366000000000,-1.475120295688,0.365715359226,-0.000284640774,13.581330327435,-0.038658003796,-2.846407742377,1.080000000000,-26.709177173546,1.081854793483,0.001854793483,362.021450416660,6.714750267947,18.547934826012
1.000000000000,BCW,bottom,fine,1.000000000000,A11,11.000000000000,4.338000000000,,1.377103289205,37.903865583785,27.524344673999,-0.612336048300,-27.729330844126,0.366000000000,-0.612336048300,0.366030202160,0.000030202160,13.771032892053,0.004159149416,0.302021602043,1.080000000000,-27.729330844126,1.080733103527,0.000733103527,379.038655837848,2.778745754994,7.331035270932
1.000000000000,BCW,bottom,coarse,1.000000000000,A12,12.000000000000,4.697000000000,,1.217596242320,37.165279244927,30.523483855463,-0.756077801465,-26.370139322061,0.366000000000,-0.756077801465,0.365977748773,-0.000022251227,12.175962423200,-0.002709301036,-0.222512269807,1.080000000000,-26.370139322061,1.082227570269,0.002227570269,371.652792449265,8.278827108925,22.275702691121
,,,,,,,,PEACH,2.818517975392,44.812759035149,15.899405086787,0.263468554063,-25.837461966534,0.366000000000,0.263468554063,0.366349794383,0.000349794383,28.185179753920,0.098590175543,3.497943827349,1.080000000000,-25.837461966534,1.082813250682,0.002813250682,448.127590351485,12.606952491492,28.132506819327
1.000000000000,BUD,top,fine,1.000000000000,B1,13.000000000000,4.084000000000,,1.259571610609,37.129736027076,29.478066760427,-2.573180962207,-27.935029930251,0.366000000000,-2.573180962207,0.365314657513,-0.000685342487,12.595716106092,-0.086323793961,-6.853424865530,1.080000000000,-27.935029930251,1.080506928050,0.000506928050,371.297360270764,1.882210469713,5.069280504284
1.000000000000,BUD,top,coarse,1.000000000000,B2,14.000000000000,4.183000000000,,1.314073286333,37.616050245352,28.625534539504,3.836235269823,-25.100908062893,0.366000000000,3.836235269823,0.367653521091,0.001653521091,13.140732863326,0.217284789458,16.535210913874,1.080000000000,-25.100908062893,1.083623082570,0.003623082570,376.160502453517,13.628605598882,36.230825698043
1.000000000000,BUD,middle,fine,1.000000000000,B3,15.000000000000,4.996000000000,,1.302507922964,35.973262232708,27.618459433889,-0.392499042020,-27.133739107563,0.366000000000,-0.392499042020,0.366110423669,0.000110423669,13.025079229643,0.014382770318,1.104236685610,1.080000000000,-27.133739107563,1.081387977827,0.001387977827,359.732622327084,4.993009035893,13.879778274191
1.000000000000,BUD,middle,coarse,1.000000000000,B4,16.000000000000,4.527000000000,,1.172577611051,37.834539381551,32.266128079697,-1.271362547788,-26.608784761804,0.366000000000,-1.271362547788,0.365789713669,-0.000210286331,11.725776110508,-0.024657704397,-2.102863312789,1.080000000000,-26.608784761804,1.081965176615,0.001965176615,378.345393815511,7.435155201663,19.651766145958
1.000000000000,BUD,bottom,fine,1.000000000000,B5,17.000000000000,4.249000000000,,1.128042392327,36.906591305572,32.717379733787,-2.391009118222,-27.046137223050,0.366000000000,-2.391009118222,0.365381135457,-0.000618864543,11.280423923270,-0.069810543994,-6.188645432904,1.080000000000,-27.046137223050,1.081484298484,0.001484298484,369.065913055717,5.478039752770,14.842984840877
1.000000000000,BUD,bottom,coarse,1.000000000000,B6,18.000000000000,4.671000000000,,0.671782489038,37.485166964497,55.799559494597,-1.564481440827,-26.617906133802,0.366000000000,-1.564481440827,0.365682749888,-0.000317250112,6.717824890379,-0.021312307015,-3.172501123889,1.080000000000,-26.617906133802,1.081955147524,0.001955147524,374.851669644966,7.328903137910,19.551475240465
1.000000000000,BUW,top,fine,1.000000000000,B7,19.000000000000,4.540000000000,,1.462962925689,39.084755388775,26.716162591993,-1.200778358441,-28.255602976399,0.366000000000,-1.200778358441,0.365815470936,-0.000184529064,14.629629256894,-0.026995917910,-1.845290638310,1.080000000000,-28.255602976399,1.080154441382,0.000154441382,390.847553887752,0.603630361864,1.544413815207
1.000000000000,BUW,top,coarse,1.000000000000,B8,20.000000000000,4.159000000000,,1.694732044824,38.620591589481,22.788612339893,-0.611449553359,-25.716541493238,0.366000000000,-0.611449553359,0.366030525655,0.000030525655,16.947320448237,0.005173280488,0.305256545037,1.080000000000,-25.716541493238,1.082946202153,0.002946202153,386.205915894811,11.378407010474,29.462021533542
1.000000000000,BUW,middle,fine,1.000000000000,B9,21.000000000000,5.031000000000,,1.127005931154,35.133570117859,31.174254852304,-3.388143032982,-27.074798716117,0.366000000000,-3.388143032982,0.365017261390,-0.000982738610,11.270059311542,-0.110755224199,-9.827386097742,1.080000000000,-27.074798716117,1.081452784413,0.001452784413,351.335701178587,5.104150303678,14.527844129006
1.000000000000,BUW,middle,coarse,1.000000000000,B10,22.000000000000,4.867000000000,,1.269342265683,37.719061525444,29.715438101446,-0.708759148619,-26.951529979014,0.366000000000,-0.708759148619,0.365995016021,-0.000004983979,12.693422656827,-0.000632637521,-0.049839790119,1.080000000000,-26.951529979014,1.081588321514,0.001588321514,377.190615254435,5.990999689238,15.883215135659
1.000000000000,BUW,bottom,fine,1.000000000000,B11,23.000000000000,4.306000000000,,1.173214928947,36.141972749529,30.805926397453,-3.191398309047,-28.264215175038,0.366000000000,-3.191398309047,0.365089057677,-0.000910942323,11.732149289469,-0.106873113260,-9.109423228723,1.080000000000,-28.264215175038,1.080144971788,0.000144971788,361.419727495291,0.523956642519,1.449717883830
