run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
4,SUD,top,fine,2,G10,181,4.106,,1.288,38.65,30.00,349.92,-24.19,0.366,349.92,0.494,0.128,12.9,16.5,1277.8,1.08,-24.19,1.085,0.005,386,17.88,46.26
4,SUD,top,coarse,2,G11,182,5.112,,1.106,38.81,35.08,305.89,-25.75,0.366,305.89,0.478,0.112,11.1,12.4,1117.5,1.08,-25.75,1.083,0.003,388,11.27,29.05
4,SUD,middle,fine,2,G12,183,4.681,,1.063,36.81,34.62,261.75,-25.28,0.366,261.75,0.462,0.096,10.6,10.2,956.8,1.08,-25.28,1.083,0.003,368,12.63,34.31
4,SUD,middle,coarse,2,H1,184,4.594,,1.230,37.90,30.82,5.35,-26.35,0.366,5.35,0.368,0.002,12.3,0.3,22.1,1.08,-26.35,1.082,0.002,379,8.52,22.49
4,SUD,bottom,fine,2,H2,185,4.166,,1.154,35.72,30.96,-6.56,-27.90,0.366,-6.56,0.364,-0.002,11.5,-0.2,-21.4,1.08,-27.90,1.081,0.001,357,1.94,5.43
4,SUD,bottom,coarse,2,H3,186,4.386,,0.705,36.37,51.61,8.15,-27.10,0.366,8.15,0.369,0.003,7.0,0.2,32.3,1.08,-27.10,1.081,0.001,364,5.18,14.24
4,SUW,top,fine,2,H4,187,4.515,,1.394,39.27,28.17,617.89,-23.26,0.366,617.89,0.591,0.225,13.9,31.4,2252.2,1.08,-23.26,1.086,0.006,393,22.17,56.46
4,SUW,top,coarse,2,H5,188,4.104,,1.014,41.45,40.89,182.65,-28.08,0.366,182.65,0.433,0.067,10.1,6.8,668.6,1.08,-28.08,1.080,0.000,415,1.43,3.44
4,SUW,middle,fine,2,H6,189,4.791,,1.294,38.07,29.41,378.66,-24.91,0.366,378.66,0.504,0.138,12.9,17.9,1382.4,1.08,-24.91,1.084,0.004,381,14.61,38.36
4,SUW,middle,coarse,2,H7,190,4.339,,1.099,40.26,36.63,206.37,-26.49,0.366,206.37,0.442,0.076,11.0,8.3,755.0,1.08,-26.49,1.082,0.002,403,8.43,20.93
4,SUW,bottom,fine,2,H8,191,4.326,,1.018,34.82,34.21,-3.35,-27.06,0.366,-3.35,0.365,-0.001,10.2,-0.1,-9.7,1.08,-27.06,1.081,0.001,348,5.11,14.68
4,SUW,bottom,coarse,2,H9,192,4.609,,1.201,36.54,30.43,-1.69,-25.83,0.366,-1.69,0.366,0.000,12.0,0.0,-3.6,1.08,-25.83,1.083,0.003,365,10.31,28.21
5,BCD,top,fine,2,H10,193,4.321,,2.681,41.21,15.37,109.40,-28.19,0.366,109.40,0.406,0.040,26.8,10.8,401.6,1.08,-28.19,1.080,0.000,412,0.91,2.22
5,BCD,top,coarse,2,H11,194,4.328,,2.551,41.35,16.21,14.15,-31.04,0.366,14.15,0.371,0.005,25.5,1.4,54.2,1.08,-31.04,1.077,-0.003,414,-12.02,-29.07
5,BCD,middle,fine,2,H12,195,4.317,,1.532,36.43,23.78,-3.08,-29.04,0.366,-3.08,0.365,-0.001,15.3,-0.1,-8.7,1.08,-29.04,1.079,-0.001,364,-2.58,-7.09
,,,,,,,,PEACH,2.982,47.32,15.87,-3.89,-27.01,0.366,-3.89,0.365,-0.001,29.8,-0.3,-11.6,1.08,-27.01,1.082,0.002,473,7.20,15.23
,,,,,,,,PEACH,2.760,45.84,16.60,4.51,-26.50,0.366,4.51,0.368,0.002,27.6,0.5,19.0,1.08,-26.50,1.082,0.002,458,9.56,20.85
5,BCD,bottom,fine,3,A1,197,4.22,korrekt vægt?,2.100,48.39,23.04,35.17,-28.02,0.366,35.17,0.379,0.013,21.0,2.7,130.8,1.08,-28.02,1.080,0.000,484,1.98,4.09
5,BCW,top,coarse,3,A2,200,4.335,,1.872,45.88,24.51,12.49,-27.25,0.366,12.49,0.371,0.005,18.7,0.9,48.1,1.08,-27.25,1.081,0.001,459,5.77,12.58
5,BCW,middle,fine,3,A3,201,4.257,,1.439,46.64,32.42,154.09,-26.97,0.366,154.09,0.422,0.056,14.4,8.1,564.5,1.08,-26.97,1.082,0.002,466,7.29,15.63
5,BCW,middle,coarse,3,A4,202,4.228,,1.050,45.06,42.91,-1.20,-27.39,0.366,-1.20,0.366,0.000,10.5,0.0,-1.9,1.08,-27.39,1.081,0.001,451,4.99,11.08
5,BCW,bottom,fine,3,A5,203,4.513,,1.480,42.60,28.79,-3.36,-27.32,0.366,-3.36,0.365,-0.001,14.8,-0.1,-9.7,1.08,-27.32,1.081,0.001,426,5.04,11.84
5,BCW,bottom,coarse,3,A6,204,4.33,,1.083,43.38,40.06,-2.76,-26.95,0.366,-2.76,0.365,-0.001,10.8,-0.1,-7.5,1.08,-26.95,1.082,0.002,434,6.90,15.90
5,BUD,top,fine,3,A7,205,4.293,,1.529,43.90,28.71,300.22,-24.51,0.366,300.22,0.476,0.110,15.3,16.8,1096.9,1.08,-24.51,1.084,0.004,439,18.73,42.68
5,BUD,top,coarse,3,A8,206,4.92,,1.149,43.36,37.75,1573.33,-6.20,0.366,1573.33,0.937,0.571,11.5,65.6,5710.9,1.08,-6.20,1.104,0.024,434,105.82,244.02
5,BUD,middle,fine,3,A9,207,4.303,,1.176,41.59,35.35,728.63,-19.14,0.366,728.63,0.631,0.265,11.8,31.2,2654.3,1.08,-19.14,1.090,0.010,416,42.34,101.81
5,BUD,middle,coarse,3,A10,208,4.444,,1.192,42.07,35.30,345.74,-22.69,0.366,345.74,0.492,0.126,11.9,15.0,1262.6,1.08,-22.69,1.086,0.006,421,26.40,62.75
5,BUD,bottom,fine,3,A11,209,4.058,,0.992,40.61,40.95,-2.74,-27.75,0.366,-2.74,0.365,-0.001,9.9,-0.1,-7.5,1.08,-27.75,1.081,0.001,406,2.89,7.13
5,BUW,top,fine,3,A12,211,4.385,,1.346,42.97,31.94,547.36,-21.84,0.366,547.36,0.566,0.200,13.5,26.9,1995.9,1.08,-21.84,1.087,0.007,430,30.97,72.07
,,,,,,,,PEACH,2.936,46.84,15.95,1.41,-25.77,0.366,1.41,0.367,0.001,29.4,0.2,7.7,1.08,-25.77,1.083,0.003,468,13.52,28.86
5,BUW,top,coarse,3,B1,212,4.235,,1.387,43.23,31.17,605.23,-19.02,0.366,605.23,0.587,0.221,13.9,30.6,2206.2,1.08,-19.02,1.090,0.010,432,44.57,103.12
5,BUW,middle,fine,3,B2,213,4.372,,1.242,38.45,30.97,680.39,-20.03,0.366,680.39,0.614,0.248,12.4,30.8,2479.2,1.08,-20.03,1.089,0.009,385,35.35,91.94
5,BUW,middle,coarse,3,B3,214,4.35,,0.961,40.74,42.39,199.37,-25.57,0.366,199.37,0.439,0.073,9.6,7.0,729.5,1.08,-25.57,1.083,0.003,407,12.64,31.03
5,BUW,bottom,fine,3,B4,215,4.157,,0.897,41.98,46.82,-1.18,-27.03,0.366,-1.18,0.366,0.000,9.0,0.0,-1.8,1.08,-27.03,1.082,0.002,420,6.31,15.03
5,BUW,bottom,coarse,3,B5,216,4.225,,0.756,41.45,54.84,-0.88,-26.92,0.366,-0.88,0.366,0.000,7.6,0.0,-0.7,1.08,-26.92,1.082,0.002,414,6.71,16.19
5,SCD,top,fine,3,B6,217,4.877,,1.262,44.58,35.31,516.94,-22.38,0.366,516.94,0.555,0.189,12.6,23.8,1885.3,1.08,-22.38,1.087,0.007,446,29.51,66.20
5,SCD,top,coarse,3,B7,218,4.686,,1.046,45.40,43.42,260.23,-26.67,0.366,260.23,0.461,0.095,10.5,9.9,951.2,1.08,-26.67,1.082,0.002,454,8.60,18.95
5,SCD,middle,fine,3,B8,219,4.203,,1.316,45.44,34.52,323.23,-23.51,0.366,323.23,0.484,0.118,13.2,15.5,1180.6,1.08,-23.51,1.085,0.005,454,24.42,53.75
5,SCD,middle,coarse,3,B9,220,4.396,,1.010,45.89,45.43,103.30,-26.76,0.366,103.30,0.404,0.038,10.1,3.8,379.3,1.08,-26.76,1.082,0.002,459,8.24,17.95
5,SCD,bottom,fine,3,B10,221,4.315,,1.548,44.08,28.47,-3.86,-28.25,0.366,-3.86,0.365,-0.001,15.5,-0.2,-11.5,1.08,-28.25,1.080,0.000,441,0.72,1.63
5,SCD,bottom,coarse,3,B11,222,4.282,,0.725,41.87,57.74,-0.78,-26.51,0.366,-0.78,0.366,0.000,7.3,0.0,-0.3,1.08,-26.51,1.082,0.002,419,8.66,20.69
5,SCW,top,fine,3,B12,223,4.905,,1.313,43.43,33.09,400.57,-25.63,0.366,400.57,0.512,0.146,13.1,19.2,1462.1,1.08,-25.63,1.083,0.003,434,13.20,30.38
,,,,,,,,PEACH,2.987,44.85,15.02,1.67,-25.83,0.366,1.67,0.367,0.001,29.9,0.3,8.6,1.08,-25.83,1.083,0.003,449,12.67,28.25
5,SCW,top,coarse,3,C1,224,4.204,,1.066,46.68,43.80,123.13,-28.67,0.366,123.13,0.411,0.045,10.7,4.8,451.7,1.08,-28.67,1.080,0.000,467,-1.40,-3.01
5,SCW,middle,fine,3,C2,225,4.187,,1.431,42.34,29.58,537.74,-23.14,0.366,537.74,0.562,0.196,14.3,28.1,1961.0,1.08,-23.14,1.086,0.006,423,24.48,57.82
5,SCW,middle,coarse,3,C3,226,4.539,,1.115,42.95,38.53,596.39,-22.42,0.366,596.39,0.583,0.217,11.1,24.2,2174.1,1.08,-22.42,1.087,0.007,429,28.21,65.69
5,SCW,bottom,fine,3,C4,227,4.316,,1.373,42.86,31.21,0.36,-28.82,0.366,0.36,0.366,0.000,13.7,0.1,3.8,1.08,-28.82,1.080,0.000,429,-1.99,-4.63
