run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,,,,,,,,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C),,
5,SCD,top,fine,3,B6,217,4.877,,,,,,,,,27,EliseLabRootsTray3_18.raw,4.89,512.49,6.83,-19.77,4.877,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06156953,2.17403469,1.26244689,44.57729522,35.31023422,516.93712659,-22.37519982,0.36600000,516.93712659,0.55453386,0.18853386,12.62446886,23.80139873,1885.33862253,1.08000000,-22.37519982,1.08661985,0.00661985,445.77295224,29.50949932,66.19849673,,
5,SCD,top,coarse,3,B7,218,4.686,,,,,,,,,28,EliseLabRootsTray3_19.raw,3.89,255.78,6.69,-24.07,4.686,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04899854,2.12755468,1.04563682,45.40236190,43.42077562,260.22848588,-26.67254011,0.36600000,260.22848588,0.46112379,0.09512379,10.45636824,9.94649370,951.23789381,1.08000000,-26.67254011,1.08189508,0.00189508,454.02361895,8.60409526,18.95076578,,
5,SCD,middle,fine,3,B8,219,4.203,,,,,,,,,29,EliseLabRootsTray3_20.raw,4.39,318.78,6.00,-20.90,4.203,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05531844,1.90967771,1.31616552,45.43606269,34.52154146,323.22909166,-23.50717653,0.36600000,323.22909166,0.48406443,0.11806443,13.16165524,15.53923358,1180.64432654,1.08000000,-23.50717653,1.08537533,0.00537533,454.36062688,24.42336152,53.75325255,,
5,SCD,middle,coarse,3,B9,220,4.396,,,,,,,,,30,EliseLabRootsTray3_21.raw,3.53,98.85,6.34,-24.16,4.396,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04441193,2.01751739,1.01028044,45.89439006,45.42737650,103.29999768,-26.76331030,0.36600000,103.29999768,0.40393483,0.03793483,10.10280443,3.83248151,379.34828225,1.08000000,-26.76331030,1.08179527,0.00179527,458.94390060,8.23929643,17.95273109,,
5,SCD,bottom,fine,3,B10,221,4.315,,,,,,,,,31,EliseLabRootsTray3_22.raw,5.30,-8.30,5.98,-25.64,4.315,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06681418,1.90210915,1.54841672,44.08132434,28.46864395,-3.85748325,-28.24743672,0.36600000,-3.85748325,0.36484599,-0.00115401,15.48416722,-0.17868902,-11.54011143,1.08000000,-28.24743672,1.08016342,0.00016342,440.81324337,0.72037979,1.63420632,,
5,SCD,bottom,coarse,3,B11,222,4.282,,,,,,,,,32,EliseLabRootsTray3_23.raw,2.46,-5.22,5.64,-23.91,4.282,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03105390,1.79297186,0.72521963,41.87229946,57.73740483,-0.77570695,-26.51452758,0.36600000,-0.77570695,0.36597059,-0.00002941,7.25219632,-0.00213317,-0.29414185,1.08000000,-26.51452758,1.08206881,0.00206881,418.72299461,8.66259884,20.68813740,,
5,SCW,top,fine,3,B12,223,4.905,,,,,,,,,33,EliseLabRootsTray3_24.raw,5.11,396.13,6.70,-23.03,4.905,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06438019,2.13014226,1.31254212,43.42797685,33.08692044,400.57129974,-25.63267179,0.36600000,400.57129974,0.51221288,0.14621288,13.12542125,19.19105664,1462.12881712,1.08000000,-25.63267179,1.08303842,0.00303842,434.27976847,13.19522718,30.38416278,,
,,,,,,,,PEACH,,,,,,,,34,peach 2262u.raw,10.16,-2.77,6.04,-23.22,4.29,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.12798061,1.92189503,2.98671191,44.85169272,15.01708033,1.67158245,-25.82650823,0.36600000,1.67158245,0.36686363,0.00086363,29.86711913,0.25794102,8.63628727,1.08000000,-25.82650823,1.08282529,0.00282529,448.51692715,12.67192308,28.25294279,,
5,SCW,top,coarse,3,C1,224,4.204,,,,,,,,,35,EliseLabRootsTray3_25.raw,3.56,118.69,6.17,-26.07,4.204,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04480223,1.96246542,1.06570471,46.68090919,43.80285509,123.13183207,-28.66970612,0.36600000,123.13183207,0.41116571,0.04516571,10.65704715,4.81333094,451.65709313,1.08000000,-28.66970612,1.07969911,-0.00030089,466.80909192,-1.40458277,-3.00890192,,
5,SCW,middle,fine,3,C2,225,4.187,,,,,,,,,36,EliseLabRootsTray3_26.raw,4.76,533.30,5.57,-20.53,4.187,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05992720,1.77264349,1.43126825,42.33683995,29.57994764,537.74417825,-23.13768671,0.36600000,537.74417825,0.56209737,0.19609737,14.31268252,28.06679333,1960.97365394,1.08000000,-23.13768671,1.08578156,0.00578156,423.36839950,24.47727829,57.81555336,,
5,SCW,middle,coarse,3,C3,226,4.539,,,,,,,,,37,EliseLabRootsTray3_27.raw,4.02,591.94,6.13,-19.82,4.539,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05059509,1.94935303,1.11467484,42.94675095,38.52850106,596.38520421,-22.42170544,0.36600000,596.38520421,0.58340758,0.21740758,11.14674845,24.23387642,2174.07583339,1.08000000,-22.42170544,1.08656872,0.00656872,429.46750946,28.21052165,65.68720806,,
5,SCW,bottom,fine,3,C4,227,4.316,,,,,,,,,38,EliseLabRootsTray3_28.raw,4.70,-4.09,5.82,-26.21,4.316,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05926368,1.84968230,1.37311595,42.85640176,31.21105809,0.35619701,-28.81743520,0.36600000,0.35619701,0.36638363,0.00038363,13.73115953,0.05267713,3.83632054,1.08000000,-28.81743520,1.07953667,-0.00046333,428.56401760,-1.98565839,-4.63328304,,
5,SCW,bottom,coarse,3,C5,228,4.175,,,,,,,,,39,EliseLabRootsTray3_29.raw,3.82,-3.18,5.47,-23.39,4.175,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04810002,1.74037405,1.15209621,41.68560597,36.18240017,1.26241601,-25.99033315,0.36600000,1.26241601,0.36671432,0.00071432,11.52096207,0.08229659,7.14320492,1.08000000,-25.99033315,1.08264517,0.00264517,416.85605974,11.02654749,26.45169053,,
5,SUD,top,fine,3,C6,229,4.803,,,,,,,,,40,EliseLabRootsTray3_30.raw,5.19,497.16,6.63,-21.82,4.803,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06535172,2.10966312,1.36064374,43.92386258,32.28167771,501.60739678,-24.42502966,0.36600000,501.60739678,0.54896067,0.18296067,13.60643736,24.89442845,1829.60666248,1.08000000,-24.42502966,1.08436619,0.00436619,439.23862584,19.17799660,43.66190829,,
5,SUD,top,coarse,3,C7,230,4.138,,,,,,,,,41,EliseLabRootsTray3_31.raw,3.26,318.88,6.14,-24.64,4.138,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04103609,1.95184010,0.99168905,47.16868289,47.56398493,323.32455974,-27.24791761,0.36600000,323.32455974,0.48409919,0.11809919,9.91689047,11.71176710,1180.99187774,1.08000000,-27.24791761,1.08126244,0.00126244,471.68682888,5.95474043,12.62435172,,
5,SUD,middle,fine,3,C8,231,4.535,,,,,,,,,42,EliseLabRootsTray3_32.raw,4.37,610.51,6.23,-20.15,4.535,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05499793,1.98223016,1.21274375,43.70959554,36.04190553,614.95571807,-22.75159098,0.36600000,614.95571807,0.59015423,0.22415423,12.12743746,27.18416356,2241.54225831,1.08000000,-22.75159098,1.08620604,0.00620604,437.09595540,27.12634539,62.06038984,,
5,SUD,middle,coarse,3,C9,232,4.434,,,,,,,,,43,EliseLabRootsTray3_33.raw,3.36,228.69,6.23,-23.91,4.434,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04231952,1.98086496,0.95443212,44.67444645,46.80735846,233.13716180,-26.51654353,0.36600000,233.13716180,0.45125567,0.08525567,9.54432122,8.13707531,852.55673201,1.08000000,-26.51654353,1.08206660,0.00206660,446.74446452,9.23240847,20.66597173,,
5,SUD,bottom,fine,3,C10,233,4.129,,,,,,,,,44,EliseLabRootsTray3_34.raw,4.90,-5.01,5.29,-25.34,4.129,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06170181,1.68366043,1.49435232,40.77646964,27.28705217,-0.56248644,-27.93846441,0.36600000,-0.56248644,0.36604839,0.00004839,14.94352317,0.00723161,0.48392972,1.08000000,-27.93846441,1.08050315,0.00050315,407.76469643,2.05167490,5.03151675,,
5,SUD,bottom,coarse,3,C11,234,4.414,,,,,,,,,45,EliseLabRootsTray3_35.raw,3.92,-1.88,5.79,-23.48,4.414,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04939934,1.84238219,1.11915135,41.73951496,37.29568401,2.56899302,-26.07827291,0.36600000,2.56899302,0.36719110,0.00119110,11.19151346,0.13330209,11.91099738,1.08000000,-26.07827291,1.08254848,0.00254848,417.39514962,10.63722839,25.48479156,,
5,SUW,top,fine,3,C12,235,4.855,,,,,,,,,46,EliseLabRootsTray3_36.raw,4.70,392.81,6.64,-23.96,4.855,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05923621,2.11313147,1.22010725,43.52485007,35.67297061,397.25101805,-26.56486834,0.36600000,397.25101805,0.51100480,0.14500480,12.20107250,17.69214114,1450.04802951,1.08000000,-26.56486834,1.08201346,0.00201346,435.24850075,8.76356915,20.13463374,,
,,,,,,,,PEACH,,,,,,,,47,peach 2483u.raw,8.63,-2.62,5.35,-23.21,3.68,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.10878751,1.70293898,2.95377450,46.23782190,15.65380904,1.82964887,-25.81598393,0.36600000,1.82964887,0.36692131,0.00092131,29.53774497,0.27213371,9.21308360,1.08000000,-25.81598393,1.08283687,0.00283687,462.37821902,13.11704912,28.36865705,,
5,SUW,top,coarse,3,D1,236,4.034,,,,,,,,,48,EliseLabRootsTray3_37.raw,3.58,211.69,5.79,-28.61,4.034,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04513795,1.84216351,1.11893778,45.66592737,40.81185569,216.13669100,-31.21390571,0.36600000,216.13669100,0.44506219,0.07906219,11.18937784,8.84656704,790.62188874,1.08000000,-31.21390571,1.07690152,-0.00309848,456.65927367,-14.14951573,-30.98484262,,
5,SUW,middle,fine,3,D2,237,4.344,,,,,,,,,49,EliseLabRootsTray3_38.raw,4.54,876.77,5.48,-18.23,4.344,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05722935,1.74255751,1.31743431,40.11412325,30.44867046,881.21479632,-20.82850818,0.36600000,881.21479632,0.68678520,0.32078520,13.17434313,42.26134323,3207.85202107,1.08000000,-20.82850818,1.08832027,0.00832027,401.14123249,33.37604072,83.20271769,,
5,SUW,middle,coarse,3,D3,238,4.195,,,,,,,,,50,EliseLabRootsTray3_39.raw,3.06,908.41,5.66,-21.01,4.195,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03861006,1.80186365,0.92038287,42.95264953,46.66824071,912.85429614,-23.61054572,0.36600000,912.85429614,0.69825535,0.33225535,9.20382874,30.58021344,3322.55350355,1.08000000,-23.61054572,1.08526168,0.00526168,429.52649535,22.60029653,52.61676933,,
5,SUW,bottom,fine,3,D4,239,4.274,,,,,,,,,51,EliseLabRootsTray3_40.raw,4.50,-1.22,5.88,-29.38,4.274,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05668109,1.86926557,1.32618361,43.73574100,32.97864687,3.22608333,-31.98397240,0.36600000,3.22608333,0.36743087,0.00143087,13.26183611,0.18976029,14.30874944,1.08000000,-31.98397240,1.07605472,-0.00394528,437.35741000,-17.25496758,-39.45278434,,
5,SUW,bottom,coarse,3,D5,240,4.928,,,,,,,,,52,EliseLabRootsTray3_41.raw,2.75,13.81,6.19,-24.62,4.928,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03469472,1.96963878,0.70403253,39.96831934,56.77055766,18.25120378,-27.22767077,0.36600000,18.25120378,0.37291329,0.00691329,7.04032530,0.48671838,69.13293956,1.08000000,-27.22767077,1.08128470,0.00128470,399.68319335,5.13471878,12.84697197,,
6,BCD,top,fine,3,D6,241,3.999,ikke flere rødder,,,,,,,,53,EliseLabRootsTray3_42.raw,3.32,0.84,5.40,-25.83,3.999,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04185221,1.71880166,1.04656698,42.98078674,41.06835741,5.28801751,-28.43177379,0.36600000,5.28801751,0.36818328,0.00218328,10.46566979,0.22849451,21.83276488,1.08000000,-28.43177379,1.07996073,-0.00003927,429.80786743,-0.16877964,-0.39268625,,
6,BCD,top,coarse,3,D7,242,3.794,ikke flere rødder,,,,,,,,54,EliseLabRootsTray3_43.raw,6.57,-2.39,5.42,-26.73,3.794,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.08274111,1.72488018,2.18084117,45.46336802,20.84671215,2.05312426,-29.33239896,0.36600000,2.05312426,0.36700286,0.00100286,21.80841165,0.21870699,10.02856103,1.08000000,-29.33239896,1.07897043,-0.00102957,454.63368022,-4.68077186,-10.29569972,,
6,BCD,middle,fine,3,D8,243,4.316,,,,,,,,,55,EliseLabRootsTray3_44.raw,4.38,441.43,5.34,-20.63,4.316,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05516001,1.69767395,1.27803544,39.33442889,30.77725982,445.87143340,-23.23021059,0.36600000,445.87143340,0.52869233,0.16269233,12.78035443,20.79265600,1626.92326837,1.08000000,-23.23021059,1.08567983,0.00567983,393.34428892,22.34129340,56.79831647,,
6,BCD,bottom,fine,3,D9,245,4.075,,,,,,,,,56,EliseLabRootsTray3_45.raw,3.94,-4.17,4.91,-25.55,4.075,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04959290,1.56217764,1.21700357,38.33564772,31.50002887,0.27285193,-28.15522077,0.36600000,0.27285193,0.36635322,0.00035322,12.17003574,0.04298682,3.53218484,1.08000000,-28.15522077,1.08026482,0.00026482,383.35647725,1.01519344,2.64817082,,
6,BCD,bottom,coarse,3,D10,246,4.144,,,,,,,,,57,EliseLabRootsTray3_46.raw,1.84,-4.26,5.40,-24.51,4.144,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.02317415,1.71742644,0.55922180,41.44368823,74.10957198,0.18192097,-27.11235311,0.36600000,0.18192097,0.36632004,0.00032004,5.59221800,0.01789715,3.20036719,1.08000000,-27.11235311,1.08141149,0.00141149,414.43688229,5.84974483,14.11492336,,
6,BCW,top,fine,3,D11,247,4.764,ikke flere rødder,,,,,,,,58,EliseLabRootsTray3_47.raw,2.27,1140.67,6.35,-25.44,4.764,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.02858426,2.02098017,0.60000546,42.42191797,70.70255279,1145.11816629,-28.04715188,0.36600000,1145.11816629,0.78237605,0.41637605,6.00005464,24.98279033,4163.76047298,1.08000000,-28.04715188,1.08038364,0.00038364,424.21917965,1.62749334,3.83644449,,
6,BCW,top,coarse,3,D12,248,4.341,,,,,,,,,59,EliseLabRootsTray3_48.raw,4.02,300.73,5.66,-20.12,4.341,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05064072,1.80095139,1.16656815,41.48701665,35.56330312,305.17286416,-22.72489882,0.36600000,305.17286416,0.47749063,0.11149063,11.66568148,13.00614211,1114.90632931,1.08000000,-22.72489882,1.08623538,0.00623538,414.87016649,25.86875173,62.35384903,,
,,,,,,,,PEACH,,,,,,,,60,peach 1983korrekt.raw,4.44,-2.68,3.19,-23.73,1.98,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05597642,1.01558049,2.82281478,51.21434641,18.14300633,1.76981583,-26.33032831,0.36600000,1.76981583,0.36689947,0.00089947,28.22814779,0.25390509,8.99474838,1.08000000,-26.33032831,1.08227134,0.00227134,512.14346412,11.63253390,22.71342839,,
6,BCW,middle,fine,3,E1,249,4.268,korrekt vægt?,,,,,,,,61,EliseLabRootsTray3_49.raw,3.46,314.44,5.87,-24.53,4.268,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04357215,1.86775039,1.02090325,43.76172430,42.86569218,318.88892352,-27.12852383,0.36600000,318.88892352,0.48248437,0.11648437,10.20903246,11.89192718,1164.84370346,1.08000000,-27.12852383,1.08139371,0.00139371,437.61724302,6.09912480,13.93712175,,
6,BCW,middle,coarse,3,E2,250,4.928,,,,,,,,,62,EliseLabRootsTray3_50.raw,3.08,41.52,6.34,-23.88,4.928,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03880098,2.01571117,0.78735756,40.90322983,51.95000581,45.96197593,-26.47853650,0.36600000,45.96197593,0.38302292,0.01702292,7.87357560,1.34031216,170.22916007,1.08000000,-26.47853650,1.08210839,0.00210839,409.03229833,8.62398130,21.08386389,,
6,BCW,bottom,fine,3,E3,251,4.471,,,,,,,,,63,EliseLabRootsTray3_51.raw,2.41,-0.70,3.51,-25.65,4.471,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03041283,1.11797438,0.68022423,25.00501862,36.75996437,3.74959595,-28.25017495,0.36600000,3.74959595,0.36762191,0.00162191,6.80224234,0.11032599,16.21906222,1.08000000,-28.25017495,1.08016041,0.00016041,250.05018622,0.40110501,1.60409802,,
6,BUD,top,fine,3,E4,253,4.147,,,,,,,,,64,EliseLabRootsTray3_52.raw,2.90,2531.93,5.42,-15.17,4.147,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03655769,1.72248138,0.88154542,41.53560110,47.11680187,2536.37174723,-17.76874871,0.36600000,2536.37174723,1.28328789,0.91728789,8.81545424,80.86309453,9172.87893392,1.08000000,-17.76874871,1.09168398,0.01168398,415.35601101,48.53010475,116.83977953,,
6,BUD,top,coarse,3,E5,254,4.162,,,,,,,,,65,EliseLabRootsTray3_53.raw,3.56,396.72,5.37,-21.72,4.162,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04488794,1.70894673,1.07851852,41.06070948,38.07139963,401.16166357,-24.32168986,0.36600000,401.16166357,0.51242768,0.14642768,10.78518517,15.79249660,1464.27681500,1.08000000,-24.32168986,1.08447981,0.00447981,410.60709482,18.39441316,44.79808895,,
6,BUD,middle,fine,3,E6,255,4.013,,,,,,,,,66,EliseLabRootsTray3_54.raw,2.97,489.56,4.92,-22.00,4.013,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03746589,1.56583494,0.93361291,39.01906145,41.79361795,494.00437842,-24.60340318,0.36600000,494.00437842,0.54619632,0.18019632,9.33612914,16.82336125,1801.96321107,1.08000000,-24.60340318,1.08417008,0.00417008,390.19061448,16.27124328,41.70075517,,
6,BUD,middle,coarse,3,E7,256,4.341,,,,,,,,,67,EliseLabRootsTray3_55.raw,3.53,44.56,5.38,-23.66,4.341,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04452042,1.71093775,1.02557992,39.41344746,38.43040103,49.01026840,-26.26134993,0.36600000,49.01026840,0.38413489,0.01813489,10.25579916,1.85987773,181.34888402,1.08000000,-26.26134993,1.08234719,0.00234719,394.13447463,9.25106569,23.47185106,,
6,BUD,bottom,fine,3,E8,257,4.269,,,,,,,,,68,EliseLabRootsTray3_56.raw,3.49,-2.84,5.24,-24.47,4.269,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04391683,1.66661449,1.02873816,39.03992716,37.94933307,1.60996681,-27.06861110,0.36600000,1.60996681,0.36684114,0.00084114,10.28738162,0.08653177,8.41144698,1.08000000,-27.06861110,1.08145959,0.00145959,390.39927159,5.69822038,14.59587862,,
6,BUD,bottom,coarse,3,E9,258,4.742,,,,,,,,,69,EliseLabRootsTray3_57.raw,3.39,-3.71,6.14,-23.93,4.742,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04273069,1.95151343,0.90111109,41.15380492,45.67006830,0.73101609,-26.53577233,0.36600000,0.73101609,0.36652041,0.00052041,9.01111088,0.04689450,5.20407578,1.08000000,-26.53577233,1.08204545,0.00204545,411.53804915,8.41782498,20.45454848,,
6,BUW,top,fine,3,E10,259,1.554,ikke flere rødder,,,,,,,,70,EliseLabRootsTray3_58.raw,1.10,1570.02,1.87,-12.92,1.554,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.01385033,0.59608820,0.89126947,38.35831376,43.03784087,1574.46119912,-15.52715253,0.36600000,1574.46119912,0.93749970,0.57149970,8.91269473,50.93602390,5714.99702702,1.08000000,-15.52715253,1.09414810,0.01414810,383.58313763,54.26973327,141.48101923,,
6,BUW,top,coarse,3,E11,260,4.806,,,,,,,,,71,EliseLabRootsTray3_59.raw,7.49,143.98,6.33,-22.63,4.806,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.09431181,2.01484821,1.96237635,41.92359995,21.36368997,148.42551902,-25.23407189,0.36600000,148.42551902,0.42038651,0.05438651,19.62376350,10.67268049,543.86511960,1.08000000,-25.23407189,1.08347667,0.00347667,419.23599946,14.57545883,34.76671576,,
6,BUW,middle,fine,3,E12,261,4.179,,,,,,,,,72,EliseLabRootsTray3_60.raw,5.35,564.52,5.37,-20.56,4.179,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06734370,1.70812990,1.61147883,40.87413012,25.36436063,568.96491676,-23.16795152,0.36600000,568.96491676,0.57344416,0.20744416,16.11478827,33.42918645,2074.44155614,1.08000000,-23.16795152,1.08574828,0.00574828,408.74130116,23.49559965,57.48281269,,
,,,,,,,,PEACH,,,,,,,,73,peach 2833korrekt.raw,5.03,-1.40,3.48,-23.61,2.83,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06332148,1.10843793,2.23513878,39.12594167,17.50492725,3.04353739,-26.21420563,0.36600000,3.04353739,0.36736426,0.00136426,22.35138777,0.30493176,13.64263225,1.08000000,-26.21420563,1.08239902,0.00239902,391.25941674,9.38639388,23.99020568,,
6,BUW,middle,coarse,3,F1,262,4.225,,,,,,,,,74,EliseLabRootsTray3_61.raw,6.03,592.59,5.95,-17.98,4.225,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.07590867,1.89213366,1.79665484,44.78422862,24.92645090,597.03342174,-20.58427950,0.36600000,597.03342174,0.58364310,0.21764310,17.96654839,39.10295203,2176.43095313,1.08000000,-20.58427950,1.08858877,0.00858877,447.84228624,38.46414277,85.88769742,,
6,BUW,bottom,fine,3,F2,263,4.196,,,,,,,,,75,EliseLabRootsTray3_62.raw,3.39,2.29,5.43,-25.76,4.196,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04266969,1.72779317,1.01691345,41.17714884,40.49228442,6.73374885,-28.36277331,0.36600000,6.73374885,0.36871082,0.00271082,10.16913455,0.27566676,27.10818315,1.08000000,-28.36277331,1.08003660,0.00003660,411.77148837,0.15071447,0.36601483,,
6,BUW,bottom,coarse,3,F3,264,3.8,ikke flere rødder,,,,,,,,76,EliseLabRootsTray3_63.raw,3.59,-9.42,5.57,-24.87,3.8,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04525428,1.77235101,1.19090217,46.64081615,39.16427174,-4.97378848,-27.46815780,0.36600000,-4.97378848,0.36443862,-0.00156138,11.90902169,-0.18594482,-15.61377753,1.08000000,-27.46815780,1.08102027,0.00102027,466.40816146,4.75863954,10.20273643,,
6,SCD,top,fine,3,F4,265,4.945,,,,,,,,,77,EliseLabRootsTray3_64.raw,5.56,191.85,6.94,-24.96,4.945,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.07004459,2.20625594,1.41647291,44.61589359,31.49787995,196.29660455,-27.56480078,0.36600000,196.29660455,0.43783322,0.07183322,14.16472907,10.17498135,718.33222445,1.08000000,-27.56480078,1.08091401,0.00091401,446.15893592,4.07794201,9.14011057,,
6,SCD,top,coarse,3,F5,266,4.1,,,,,,,,,78,EliseLabRootsTray3_65.raw,3.25,28.62,6.00,-26.99,4.1,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04098389,1.90898637,0.99960701,46.56064309,46.57894819,33.06388936,-29.58995111,0.36600000,33.06388936,0.37831761,0.01231761,9.99607009,1.23127677,123.17608396,1.08000000,-29.58995111,1.07868723,-0.00131277,465.60643086,-6.11234385,-13.12770495,,
6,SCD,middle,fine,3,F6,267,4.259,,,,,,,,,79,EliseLabRootsTray3_66.raw,4.74,514.10,5.69,-20.33,4.259,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05970773,1.80971308,1.40191895,42.49150230,30.30952848,518.54075264,-22.93009390,0.36600000,518.54075264,0.55511683,0.18911683,14.01918948,26.51264703,1891.16832023,1.08000000,-22.93009390,1.08600979,0.00600979,424.91502297,25.53649506,60.09788707,,
6,SCD,middle,coarse,3,F7,268,4.28,,,,,,,,,80,EliseLabRootsTray3_67.raw,3.36,383.26,6.10,-23.80,4.28,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04239250,1.94012646,0.99047899,45.33005749,45.76579410,387.70179960,-26.39931348,0.36600000,387.70179960,0.50753017,0.14153017,9.90478989,14.01826625,1415.30172769,1.08000000,-26.39931348,1.08219549,0.00219549,453.30057488,9.95218233,21.95492986,,
6,SCD,bottom,fine,3,F8,269,4.346,,,,,,,,,81,EliseLabRootsTray3_68.raw,4.46,-3.49,5.65,-25.28,4.346,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05615698,1.79801821,1.29215324,41.37179503,32.01771555,0.95326177,-27.88463573,0.36600000,0.95326177,0.36660151,0.00060151,12.92153245,0.07772395,6.01507245,1.08000000,-27.88463573,1.08056234,0.00056234,413.71795034,2.32649678,5.62338854,,
6,SCD,bottom,coarse,3,F9,270,4.74,,,,,,,,,82,EliseLabRootsTray3_69.raw,3.37,-2.84,6.04,-24.06,4.74,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04243375,1.92119271,0.89522670,40.53149179,45.27511522,1.60999811,-26.66144212,0.36600000,1.60999811,0.36684116,0.00084116,8.95226696,0.07530254,8.41156120,1.08000000,-26.66144212,1.08190728,0.00190728,405.31491789,7.73048633,19.07279004,,
